incdtno,date,timehr,timemin,ampm,type,state,temp,visiblty,weather,trnspd,tons,loadf1,emptyf1,cause,acctrk,acctrkcl,enghr,cdtrhr,cntycd,visiblty_>1 mile and <=2 miles,visiblty_>1/2 mile and <=1 mile,visiblty_>1/4 mile and <=1/2 mile,weather_clear/pc,weather_crosswinds,weather_fog/smoke,weather_rain,weather_snow/hail,acctrkcl_max spd 10mph or less,acctrkcl_max spd 20-25mph,acctrkcl_max spd 25-40mph,acctrkcl_max spd 40-60mph,acctrkcl_max spd 60mph or more,acctrk_leased another railroad,acctrk_owned by carrier,acctrk_trackage rights only
0219HL004,2019-02-07,7,31,PM,Derailment,Maine,13,>1/2 mile and <=1 mile,Clear/PC,4,803,9,0,Human,Leased Another Railroad,Max spd 10mph or less,5,3,209,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0219HL009,2019-02-09,6,15,AM,Derailment,Maine,15,<=1/4 mile,Rain,4,4291,41,22,Other,Leased Another Railroad,Max spd 10mph or less,7,3,209,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
KYL935119D,2019-02-01,6,50,AM,Derailment,Maine,40,<=1/4 mile,Rain,2,13680,105,1,Other,Owned by Carrier,Max spd 10mph or less,8,8,29,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0819HL003,2019-08-01,4,24,PM,,Maine,83,>1/4 mile and <=1/2 mile,Rain,24,14120,108,0,Other,Owned by Carrier,Max spd 25-40mph,2,2,149,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
0819HL029,2019-08-20,4,45,PM,Derailment,Maine,95,>1/4 mile and <=1/2 mile,Clear/PC,38,12492,85,54,Human,Owned by Carrier,Max spd 25-40mph,3,3,209,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
IN190815,2019-08-15,10,30,PM,Derailment,Maine,80,>1 mile and <=2 miles,Clear/PC,4,9587,72,18,Other,Owned by Carrier,Max spd 10-20mph,4,4,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
KS0719201,2019-07-03,10,30,PM,Trespasser,Maine,80,>1 mile and <=2 miles,Clear/PC,60,4951,69,0,Other,Owned by Carrier,Max spd 40-60mph,7,7,91,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
KYL126119D,2019-07-25,6,20,PM,Derailment,Maine,90,>1/4 mile and <=1/2 mile,Clear/PC,5,16618,122,9,Other,Leased Another Railroad,Max spd 10mph or less,2,2,123,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
KS0719106,2019-07-14,5,54,AM,Derailment,Maine,75,<=1/4 mile,Clear/PC,5,6617,77,13,Human,Leased Another Railroad,Max spd 10mph or less,3,7,209,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
KS1019108,2019-10-14,10,30,PM,Other,Maine,64,>1 mile and <=2 miles,Clear/PC,4,2717,16,29,Other,Leased Another Railroad,Max spd 10mph or less,3,6,209,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
920219D,2019-01-17,3,5,AM,Derailment,Maine,30,>1 mile and <=2 miles,Rain,10,15587,109,0,Other,Owned by Carrier,Max spd 10mph or less,6,6,29,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
KS0119106,2019-01-20,2,20,AM,Grade crossing accident,Maine,13,>1 mile and <=2 miles,Clear/PC,37,5250,2,107,Other,Owned by Carrier,Max spd 25-40mph,4,4,173,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0119HL035,2019-01-29,10,30,AM,,Maine,25,>1/4 mile and <=1/2 mile,Rain,0,110,1,1,Other,Leased Another Railroad,Max spd 10mph or less,3,3,209,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
0119HL012,2019-01-15,11,20,AM,,Maine,37,>1/4 mile and <=1/2 mile,Rain,40,17875,125,0,Other,Owned by Carrier,Max spd 25-40mph,5,5,121,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
KYL162119D,2019-08-25,10,35,PM,Derailment,Maine,70,>1 mile and <=2 miles,Clear/PC,5,13959,92,8,Other,Leased Another Railroad,Max spd 10mph or less,9,9,29,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
KS0819106,2019-08-10,5,47,PM,Derailment,Maine,90,>1/2 mile and <=1 mile,Clear/PC,0,0,0,0,Other,Leased Another Railroad,Max spd 10mph or less,3,3,209,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
KYL144319D,2019-08-10,5,33,PM,Derailment,Maine,87,>1/4 mile and <=1/2 mile,Clear/PC,4,15757,120,4,Other,Owned by Carrier,Max spd 10mph or less,5,5,29,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
0819HL003,2019-08-01,4,24,PM,,Maine,83,>1/4 mile and <=1/2 mile,Rain,21,6739,47,43,Other,Owned by Carrier,Max spd 25-40mph,8,8,149,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
0619HL011,2019-06-13,12,25,PM,Derailment,Maine,71,>1/4 mile and <=1/2 mile,Clear/PC,0,6180,30,0,Other,Owned by Carrier,Max spd 25-40mph,6,3,177,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
158162,2019-03-21,1,38,PM,Derailment,Kentucky,39,>1/4 mile and <=1/2 mile,Rain,5,0,0,0,Other,Leased Another Railroad,Max spd 10mph or less,3,3,97,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
183611,2019-06-14,3,45,PM,,Kentucky,70,>1/4 mile and <=1/2 mile,Rain,60,4000,50,0,Other,Owned by Carrier,Max spd 25-40mph,7,7,121,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
401201901,2019-04-01,12,10,PM,Trespasser,Kentucky,42,>1/4 mile and <=1/2 mile,Clear/PC,0,0,0,0,Other,Owned by Carrier,Max spd 25-40mph,3,3,81,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
182356,2019-04-14,9,17,AM,Derailment,Kentucky,68,>1/4 mile and <=1/2 mile,Clear/PC,7,0,1,0,Other,Leased Another Railroad,Max spd 10mph or less,2,3,97,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
182313,2019-04-11,5,1,PM,Derailment,Kentucky,70,>1/4 mile and <=1/2 mile,Clear/PC,3,0,15,23,Other,Leased Another Railroad,Max spd 10mph or less,3,3,97,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
182313,2019-04-11,5,1,PM,Derailment,Kentucky,70,>1/4 mile and <=1/2 mile,Clear/PC,8,0,0,21,Other,Leased Another Railroad,Max spd 10mph or less,2,3,97,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
182099,2019-04-01,12,25,PM,Trespasser,Kentucky,45,>1/4 mile and <=1/2 mile,Clear/PC,40,7684,104,0,Other,Owned by Carrier,Max spd 25-40mph,6,6,81,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
158327,2019-04-03,9,55,AM,Derailment,Kentucky,51,>1/4 mile and <=1/2 mile,Rain,10,0,0,0,Other,Leased Another Railroad,Max spd 10mph or less,2,3,97,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
N1900002,2019-01-20,8,15,PM,Hazardous material release,Kentucky,15,>1 mile and <=2 miles,Blowing Dirt,5,0,0,0,Other,Leased Another Railroad,Max spd 10mph or less,6,3,91,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1012008,2019-09-08,11,10,AM,Derailment,Kentucky,64,>1/4 mile and <=1/2 mile,Rain,5,745,24,15,Human,Leased Another Railroad,Max spd 10mph or less,3,3,89,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
135655,2019-09-28,12,50,PM,Derailment,Kentucky,72,>1/4 mile and <=1/2 mile,Clear/PC,9,4703,60,34,Human,Owned by Carrier,Max spd 10mph or less,7,7,157,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
N1900022,2019-10-16,4,30,PM,Trespasser,Kentucky,40,>1/4 mile and <=1/2 mile,Rain,40,0,0,0,Other,Owned by Carrier,Max spd 20-25mph,4,4,91,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1000787,2019-05-13,3,45,PM,Other,Kentucky,55,>1/4 mile and <=1/2 mile,Clear/PC,4,0,0,0,Human,Leased Another Railroad,Max spd 10mph or less,1,1,89,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
183301,2019-05-31,3,15,PM,Derailment,Kentucky,70,>1/4 mile and <=1/2 mile,Clear/PC,0,0,0,0,Other,Leased Another Railroad,Max spd 10mph or less,3,3,167,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
1000787,2019-05-13,3,45,PM,Other,Kentucky,55,>1/4 mile and <=1/2 mile,Clear/PC,5,0,0,0,Human,Leased Another Railroad,Max spd 10mph or less,10,10,89,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
190531003,2019-05-31,3,15,PM,Derailment,Kentucky,70,>1/4 mile and <=1/2 mile,Clear/PC,7,6455,46,5,Other,Leased Another Railroad,Max spd 10mph or less,8,8,167,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
994730,2019-04-14,10,23,PM,Level crossing,Kentucky,32,>1 mile and <=2 miles,Blowing Dirt,10,0,13,7,Human,Leased Another Railroad,Max spd 10mph or less,2,3,89,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
N1900017,2019-08-19,4,10,PM,,Kentucky,82,>1/4 mile and <=1/2 mile,Clear/PC,50,0,0,0,Other,Owned by Carrier,Max spd 20-25mph,3,3,89,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
133350,2019-03-24,3,45,PM,Derailment,Kentucky,40,>1/4 mile and <=1/2 mile,Rain,6,0,36,22,Other,Leased Another Railroad,Max spd 10-20mph,1,3,39,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
CFE218219D,2019-10-22,1,55,AM,Derailment,Kentucky,55,>1 mile and <=2 miles,Snow/Hail,7,3900,23,31,Human,Leased Another Railroad,Max spd 10mph or less,7,7,3,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
136546,2019-12-17,10,20,AM,Unknown,Kentucky,32,>1/4 mile and <=1/2 mile,Rain,9,1458,13,3,Human,Leased Another Railroad,Max spd 10-20mph,3,3,39,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
136546,2019-12-17,10,20,AM,Unknown,Kentucky,32,>1/4 mile and <=1/2 mile,Rain,10,0,36,25,Human,Leased Another Railroad,Max spd 10-20mph,3,3,39,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
10,2019-07-27,4,40,PM,Derailment,Kentucky,82,>1/4 mile and <=1/2 mile,Clear/PC,4,1050,0,3,Other,Trackage Rights Only,Max spd 10mph or less,1,3,89,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
1,2019-01-04,10,59,PM,Derailment,Kentucky,36,>1 mile and <=2 miles,Clear/PC,5,1300,2,0,Other,Trackage Rights Only,Max spd 10mph or less,3,3,89,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
134592,2019-07-04,1,40,PM,Derailment,Kentucky,88,>1/4 mile and <=1/2 mile,Clear/PC,18,2498,0,79,Other,Owned by Carrier,Max spd 40-60mph,2,2,127,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
1009109,2019-08-12,2,0,AM,Other,Kentucky,73,>1 mile and <=2 miles,Rain,5,3572,0,2,Other,Leased Another Railroad,Max spd 10mph or less,3,3,89,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1009109,2019-08-12,2,0,AM,Other,Kentucky,73,>1 mile and <=2 miles,Rain,0,645,4,3,Other,Leased Another Railroad,Max spd 10mph or less,7,7,89,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1010604,2019-08-27,5,21,AM,Derailment,Kentucky,71,>1 mile and <=2 miles,Rain,4,847,5,10,Other,Leased Another Railroad,Max spd 10mph or less,8,3,89,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
136688,2019-12-31,2,20,PM,,Kentucky,28,>1/4 mile and <=1/2 mile,Rain,0,0,1,0,Other,Leased Another Railroad,Max spd 10mph or less,3,3,157,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
136688,2019-12-31,2,20,PM,,Kentucky,28,>1/4 mile and <=1/2 mile,Rain,0,0,2,0,Other,Leased Another Railroad,Max spd 10mph or less,3,3,157,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
187135,2019-12-14,8,30,AM,Other,Kentucky,42,>1/4 mile and <=1/2 mile,Rain,2,0,16,0,Human,Leased Another Railroad,Max spd 10mph or less,1,3,97,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
187135,2019-12-14,8,30,AM,Other,Kentucky,42,>1/4 mile and <=1/2 mile,Rain,2,0,13,2,Human,Leased Another Railroad,Max spd 10mph or less,1,3,97,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
136688,2019-12-31,2,20,PM,,Kentucky,28,>1/4 mile and <=1/2 mile,Rain,0,0,1,0,Other,Leased Another Railroad,Max spd 10mph or less,3,3,157,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
136688,2019-12-31,2,20,PM,,Kentucky,28,>1/4 mile and <=1/2 mile,Rain,4,0,26,1,Other,Leased Another Railroad,Max spd 10mph or less,6,6,157,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
187005,2019-12-08,2,39,PM,Unknown,Kentucky,55,>1/4 mile and <=1/2 mile,Rain,2,0,26,85,Human,Leased Another Railroad,Max spd 10mph or less,3,3,97,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
CSS1116191,2019-11-16,6,38,PM,Collision,Kentucky,35,>1 mile and <=2 miles,Clear/PC,8,2166,17,0,Human,Leased Another Railroad,Max spd 10mph or less,6,6,91,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
136616,2019-12-23,2,15,AM,,Kentucky,32,>1 mile and <=2 miles,Clear/PC,7,8731,60,28,Other,Leased Another Railroad,Max spd 10mph or less,3,3,39,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1022311,2019-12-28,9,27,PM,Derailment,Kentucky,48,>1 mile and <=2 miles,Clear/PC,15,0,0,0,Human,Leased Another Railroad,Max spd 10mph or less,1,6,89,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0319GL002,2019-03-02,3,36,AM,Derailment,Kansas,27,>1 mile and <=2 miles,Rain,36,18590,130,0,Other,Owned by Carrier,Max spd 25-40mph,2,2,97,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
19006,2019-03-15,9,30,PM,Derailment,Kansas,39,>1 mile and <=2 miles,Clear/PC,0,0,0,0,Other,Owned by Carrier,Max spd 10mph or less,3,3,163,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0719PR027,2019-07-20,5,52,PM,Derailment,Kansas,94,>1/4 mile and <=1/2 mile,Clear/PC,8,8393,62,27,Other,Leased Another Railroad,Max spd 10mph or less,7,7,31,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
14281,2019-07-20,5,55,PM,Derailment,Kansas,90,>1/4 mile and <=1/2 mile,Clear/PC,0,0,0,0,Human,Leased Another Railroad,Max spd 10mph or less,3,3,31,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
0719PR034,2019-07-25,5,45,PM,Derailment,Kansas,84,>1/4 mile and <=1/2 mile,Clear/PC,3,7816,53,0,Human,Leased Another Railroad,Max spd 10mph or less,10,9,31,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
0519PR019,2019-05-09,3,0,AM,,Kansas,65,>1 mile and <=2 miles,Rain,4,26,0,1,Other,Leased Another Railroad,Max spd 10mph or less,3,3,31,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
19026,2019-11-12,2,30,AM,Derailment,Kansas,15,>1 mile and <=2 miles,Clear/PC,0,0,0,0,Other,Owned by Carrier,Max spd 10mph or less,3,3,119,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
136562,2019-12-18,1,22,PM,Derailment,Kansas,21,>1/4 mile and <=1/2 mile,Clear/PC,9,0,17,3,Other,Leased Another Railroad,Max spd 10mph or less,6,6,115,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
0219GL090,2019-02-04,12,0,PM,,Kansas,50,>1/4 mile and <=1/2 mile,Rain,0,55,0,1,Other,Leased Another Railroad,Max spd 10mph or less,3,3,31,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
1009541,2019-08-17,10,15,AM,Other,Kansas,85,>1/4 mile and <=1/2 mile,Rain,0,170,1,0,Human,Leased Another Railroad,Max spd 10mph or less,1,1,31,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
CH0819104,2019-08-05,11,50,AM,Derailment,Kansas,80,>1/4 mile and <=1/2 mile,Clear/PC,5,14000,100,0,Other,Leased Another Railroad,Max spd 10mph or less,5,5,11,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
CH0819107,2019-08-10,6,30,AM,Derailment,Kansas,65,<=1/4 mile,Clear/PC,7,14325,100,40,Human,Leased Another Railroad,Max spd 10mph or less,3,7,95,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
CH0819113,2019-08-19,5,55,PM,Derailment,Kansas,85,>1/2 mile and <=1 mile,Clear/PC,8,2387,40,0,Other,Leased Another Railroad,Max spd 10mph or less,4,4,197,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0219GL093,2019-02-23,5,0,PM,Hazardous material release,Kansas,39,>1/4 mile and <=1/2 mile,Snow/Hail,0,30,0,1,Other,Leased Another Railroad,Max spd 10mph or less,3,3,31,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
0219GL093,2019-02-23,5,0,PM,Hazardous material release,Kansas,39,>1/4 mile and <=1/2 mile,Snow/Hail,2,34,0,1,Other,Leased Another Railroad,Max spd 10mph or less,2,3,31,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
0319GL066,2019-03-21,4,45,PM,Hazardous material release,Kansas,48,>1/4 mile and <=1/2 mile,Rain,0,131,1,0,Other,Leased Another Railroad,Max spd 10mph or less,3,3,31,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
0419MA080,2019-04-29,7,30,PM,Derailment,Kansas,71,>1/2 mile and <=1 mile,Clear/PC,5,8845,79,39,Other,Leased Another Railroad,Max spd 10mph or less,9,3,163,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0719PR005,2019-07-02,8,30,PM,Hazardous material release,Kansas,74,>1 mile and <=2 miles,Rain,4,875,25,0,Human,Leased Another Railroad,Max spd 10mph or less,3,3,31,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
0719PR005,2019-07-02,8,30,PM,Hazardous material release,Kansas,74,>1 mile and <=2 miles,Rain,4,3015,18,19,Human,Leased Another Railroad,Max spd 10mph or less,5,3,31,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
992648,2019-03-27,11,0,PM,Hazardous material release,Kansas,41,>1 mile and <=2 miles,Snow/Hail,1,0,4,0,Other,Leased Another Railroad,Max spd 10mph or less,4,4,197,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
CH0919101,2019-09-02,7,46,PM,Derailment,Kansas,80,>1/2 mile and <=1 mile,Clear/PC,4,5944,0,49,Other,Leased Another Railroad,Max spd 10mph or less,3,4,197,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
CH0919105,2019-09-18,4,45,AM,Derailment,Kansas,68,<=1/4 mile,Clear/PC,4,990,9,0,Human,Leased Another Railroad,Max spd 10mph or less,3,4,197,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
CH0919109,2019-09-29,12,53,AM,Derailment,Kansas,70,>1 mile and <=2 miles,Rain,5,1694,13,8,Human,Leased Another Railroad,Max spd 10mph or less,1,1,31,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
135566,2019-09-20,6,20,AM,Derailment,Kansas,72,<=1/4 mile,Clear/PC,4,0,28,11,Human,Leased Another Railroad,Max spd 10mph or less,6,6,115,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0319MA043,2019-03-28,6,3,PM,Derailment,Kansas,61,>1/2 mile and <=1 mile,Rain,2,9011,57,47,Human,Leased Another Railroad,Max spd 10mph or less,3,3,163,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
0519PR003,2019-05-23,7,20,PM,Derailment,Kansas,72,>1/2 mile and <=1 mile,Clear/PC,10,7271,35,105,Human,Leased Another Railroad,Max spd 10mph or less,2,2,31,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0519PR004,2019-05-24,5,0,PM,Derailment,Kansas,69,>1/4 mile and <=1/2 mile,Rain,4,9279,51,50,Other,Leased Another Railroad,Max spd 10mph or less,2,3,31,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
0519PR004,2019-05-24,5,0,PM,Derailment,Kansas,69,>1/4 mile and <=1/2 mile,Rain,0,95,0,3,Other,Leased Another Railroad,Max spd 10mph or less,3,3,31,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
0919PR001,2019-09-01,9,0,AM,Hazardous material release,Kansas,65,>1/4 mile and <=1/2 mile,Rain,10,194,1,0,Human,Leased Another Railroad,Max spd 10mph or less,3,3,31,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
0919PR008,2019-09-11,8,25,PM,Derailment,Kansas,79,>1 mile and <=2 miles,Rain,7,2630,0,112,Human,Leased Another Railroad,Max spd 10mph or less,8,8,31,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
0919PR012,2019-09-14,3,30,PM,Derailment,Kansas,80,>1/4 mile and <=1/2 mile,Clear/PC,8,3929,30,40,Other,Leased Another Railroad,Max spd 10mph or less,7,3,31,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
19016,2019-08-02,7,24,AM,Derailment,Kansas,69,<=1/4 mile,Clear/PC,0,0,0,0,Other,Leased Another Railroad,Max spd 10mph or less,3,3,119,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
132794,2019-02-10,7,55,PM,Derailment,Kansas,25,>1/2 mile and <=1 mile,Clear/PC,5,0,13,3,Human,Owned by Carrier,Max spd 10mph or less,4,4,31,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0819MA030,2019-08-16,9,57,AM,Derailment,Kansas,72,>1/4 mile and <=1/2 mile,Rain,16,2870,0,135,Human,Leased Another Railroad,Max spd 10-20mph,10,10,163,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0819MA041,2019-08-23,9,32,PM,Derailment,Kansas,71,>1 mile and <=2 miles,Clear/PC,4,10331,73,88,Other,Leased Another Railroad,Max spd 10mph or less,6,6,163,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
19017,2019-08-08,1,25,PM,Derailment,Kansas,85,>1/4 mile and <=1/2 mile,Rain,0,0,0,0,Other,Leased Another Railroad,Max spd 10mph or less,3,3,163,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
132957,2019-02-23,2,30,PM,Hazardous material release,Kansas,46,>1/4 mile and <=1/2 mile,Clear/PC,0,0,0,1,Human,Leased Another Railroad,Max spd 10mph or less,3,3,115,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
1001045836,2019-08-08,9,10,PM,Hazardous material release,Kansas,65,>1 mile and <=2 miles,Clear/PC,10,3460,25,7,Human,Leased Another Railroad,Max spd 10-20mph,2,2,31,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1001045836,2019-08-08,9,10,PM,Hazardous material release,Kansas,65,>1 mile and <=2 miles,Clear/PC,5,7710,57,2,Human,Leased Another Railroad,Max spd 10-20mph,9,9,31,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
132386,2019-01-11,3,22,PM,Derailment,Kansas,32,>1/4 mile and <=1/2 mile,Clear/PC,4,0,48,2,Other,Owned by Carrier,Max spd 10mph or less,8,8,31,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
KJ191018O,2019-10-18,4,25,PM,,Kansas,52,>1/4 mile and <=1/2 mile,Clear/PC,10,1485,11,0,Other,Owned by Carrier,Max spd 10mph or less,6,6,67,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
2558,2019-11-07,4,30,AM,Derailment,Kansas,28,>1 mile and <=2 miles,Clear/PC,9,6654,51,27,Other,Leased Another Railroad,Max spd 10-20mph,6,6,31,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
CH0219104,2019-02-03,8,35,PM,Derailment,Kansas,20,>1/2 mile and <=1 mile,Clear/PC,8,1924,10,28,Other,Leased Another Railroad,Max spd 10mph or less,5,5,31,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
14255,2019-05-08,5,0,PM,Derailment,Kansas,65,>1/4 mile and <=1/2 mile,Clear/PC,0,0,0,0,Human,Leased Another Railroad,Max spd 10mph or less,3,3,31,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
134511,2019-06-28,2,5,AM,Derailment,Kansas,74,>1 mile and <=2 miles,Clear/PC,4,0,0,0,Other,Leased Another Railroad,Max spd 10mph or less,2,2,119,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0319GL066,2019-03-21,4,45,PM,Hazardous material release,Kansas,48,>1/4 mile and <=1/2 mile,Rain,2,133,1,0,Other,Leased Another Railroad,Max spd 10mph or less,2,3,31,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
0319GL093,2019-03-31,3,20,AM,Derailment,Kansas,27,>1 mile and <=2 miles,Rain,6,3280,18,25,Human,Leased Another Railroad,Max spd 10mph or less,4,3,31,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1007149,2019-07-28,5,3,PM,Trespasser,Kansas,86,>1/4 mile and <=1/2 mile,Rain,0,0,0,0,Other,Owned by Carrier,Max spd 40-60mph,3,3,197,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
0719MA007,2019-07-06,9,15,PM,Derailment,Kansas,84,>1 mile and <=2 miles,Clear/PC,5,4746,61,0,Other,Leased Another Railroad,Max spd 10mph or less,2,2,163,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
134402,2019-06-15,6,23,AM,Derailment,Kansas,65,<=1/4 mile,Clear/PC,4,4800,31,32,Other,Leased Another Railroad,Max spd 10mph or less,3,3,31,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
CH0219107,2019-02-08,7,18,PM,Derailment,Kansas,10,>1/2 mile and <=1 mile,Clear/PC,6,7454,56,8,Other,Leased Another Railroad,Max spd 10mph or less,3,3,197,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0719PR014,2019-07-07,3,17,AM,Hazardous material release,Kansas,68,>1 mile and <=2 miles,Clear/PC,1,56,0,1,Other,Leased Another Railroad,Max spd 10mph or less,3,3,31,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
14318,2019-11-30,8,0,AM,Derailment,Kansas,36,>1/4 mile and <=1/2 mile,Snow/Hail,17,0,1,0,Other,Leased Another Railroad,Max spd 10mph or less,1,1,31,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
CH1019112,2019-10-20,12,30,PM,Derailment,Kansas,59,>1/4 mile and <=1/2 mile,Rain,0,0,0,0,Human,Leased Another Railroad,Max spd 10mph or less,3,3,31,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
20190509,2019-05-09,8,25,PM,Derailment,Kansas,60,>1 mile and <=2 miles,Clear/PC,0,0,0,0,Other,Leased Another Railroad,Max spd 10mph or less,3,3,163,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
